date,developerResponse,review,rating,isEdited,userName,title
2018-07-25 05:52:29,"{'id': 4447910, 'body': ""Hi there, thank you for your feedback! We're so happy to hear you met your girlfriend on Bumble, and we'd love to hear about your story at bumble.com/success!"", 'modified': '2018-07-30T03:55:41Z'}",So as someone who has signed up for dating apps and had a very hit or miss experience and later signed up just to see what was out there I didn’t know what would happen but I am happy to say because of this app I had meet my current girlfriend of almost six months. When you compare Bumble and other dating apps there is a larger pool of people who are looking for a serious relationship and not wanting to bang. I would recommend this app to anyone who wants to try online dating for two reasons one because of the people who use this app which for me resulted in more meaningful conversations and two you also don’t have to play what are these persons true motives. For any person who wants a relationship and is patient and has an idea of what they want this is the app best designed for you.,5,False,Lakeeffectkid1234,My experience
2022-03-08 04:02:03,,"Again, I got accused of promoting social media and I don’t defend for myself. They literally just blocked me completely because they “received reports” I had been so frustrated with the app. This time around when I made another account when they eventually let me back on, I literally wrote on my profile “I don’t have social media” so how could people say that I was trying to promote my social media account when there was no social media provided on my profile!? I never talked about my social media with any people I met on the app, not to mention I don’t have it!!! He/they might have just reported me just cuz they can, but bumble didn’t even investigate and just straight-up blocked me.",5,False,morgannno,I got accused of promoting my social media that I don’t even have
2021-06-04 01:01:25,"{'id': 23217447, 'body': ""Hi there, Bumble is and always will be free! You don't have to pay to make authentic connections in the Hive. Please message our Support Team on Twitter or Facebook (@bumblesupport) so that we can help to improve your experience :)"", 'modified': '2021-06-06T09:44:04Z'}","Before you try this dating site, I’d like to give you a heads up....what’s the old adage again?....oh, “you don’t get something for nothing” remember that. You know that likes are far and few between for most of us, right?
So, I’ve had a couple of likes that didn’t work out... ok, that’s expected. But when you finally see someone that is nice looking and is within a reasonable geographical position, you take your time and make sure that you swipe right... what happened???! Nothing there. It all went away and there is no one to contact. You know it wasn’t your fault! Ok now what? You see that ‘s their trick... what is there to do but sign up for the “premium” option so that you can go back and review the matches and try to find “that guy” or “gal” as the case may be. It’s all a ploy... Once they read this, I know it won’t be published, and if it is, I will be very surprised.
Good luck... you’ve been warned.",2,False,sqiggey,Just to give you a heads up
2021-05-05 15:39:54,"{'id': 22736471, 'body': ""We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) with a screenshot of your review and ask for our Management Team. "", 'modified': '2021-05-11T07:01:39Z'}","Paid $33 for a month of “premium” access (absolutely ridiculous price for what you get in my opinion) and setup everything exactly as the app asked. Kept getting emails saying I had likes and to go check them out. Click the little open app button in the email, the app opens, absolutely nothing in the app. The whole thing is just an absolute mess of an app, and obviously doesn’t work. I’m an IT lead, with a newer iPhone, who had the most updated app as of the time I downloaded it. Don’t waste your time, or your money. The kicker was going in only a few days after I downloaded it realizing I was never actually going to get to see anything their emails tried to “alert me” to, I went to request a refund and of course! They tell you very quickly “as stated in our terms of service, in app purchases are non refundable” which is hilarious because.... everything is purchased in app!! They got my $33, don’t let them get a penny from you!!",1,False,donteastethemoney,App does not work at all
2021-01-31 08:40:21,"{'id': 22103645, 'body': ""We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help."", 'modified': '2021-04-07T15:19:25Z'}","I had an account and mid conversation I was kicked out, tried to log back in and was told I am banned for trying to “inappropriate buy or sell”. No further explanation, no option to contact support to try and fix the problem, just permanently banned. I understand trying to keep people safe but I did not try to buy or sell anything. My account was falsely reported and I am not even given any kind of warning or chance to defend myself. I think it’s awful that people can report you without any real reason and you will PERMANENTLY be removed with NO option to contact someone go find out what happened and or to see if the account can be gotten back. So I lost connections that I have no chance to get back. I am very sad with my experience on bumble and I wouldn’t recommend it to others. It’s also a sexist company, making all woman make the first move. We both matched so clearly the attraction is mutual so I see no reason a man shouldn’t be able to message first. But clearly it’s a flawed system.",1,False,ddoollllllyyy,Terrible customer service
2018-06-05 02:02:34,"{'id': 3857240, 'body': ""Hey there, thank you for your feedback! I'm sorry to hear of your technical issues, please can you DM us on Facebook or Twitter so we can look into this further?"", 'modified': '2018-06-15T15:50:12Z'}","There are a couple bugs in this app that make it tricky to use. First and foremost, message timestamps are often wrong. You can receive a message and when you go to view it it’ll show as sent “yesterday,” for example. Second, the app’s 24 hour countdown timers for first messages don’t update accurately, so you don’t know how much time you have left to message someone or extend a match unless you tap into someone’s profile. For an app that’s updated seemingly every week, it’s amazing these basic bugs haven’t been worked out. Lastly it does seem weird and a bit lecherous (as many others have noted) that the app throws a mountain of implausibly good-looking people at you in between the regular people who have swiped right on you... it’s gross but doesn’t change the eventual matches you make. As for the “quality of the people on here” or whatever... this is a review of the app, not a review of dating!",3,False,antititus,Weird display bugs
2023-01-21 15:31:20,"{'id': 34537663, 'body': ""We hate to hear you didn't get what you were looking for from our Support Team. We would be more than happy to take a closer look at this for you. Send us a message at: bumble.com/contact."", 'modified': '2023-01-29T04:09:50Z'}","I don’t mind using a site to find a connection but it’s pretty annoying that as a curvier woman, my pictures are removed every time I’m in a bathing suit or in a dress with cleavage showing. I’ve written about the moderation a few times and how the algorithms aren’t very accessible or friendly for women who have a delicious curve to them, but nothing seems to work. If you app isn’t accessible, that’s problematic, no?

UPDATE: Moderator response continues to be contact us “if you think we’ve made a mistake.” I have contacted Bumble to complain directly at least three times about this and have the email chains to prove it. If the algorithm is not going to be updated so it doesn’t find my bikini pictures on the lake “revealing”(despite seeing thinner women in the same attire with their pictures cleared), I’d rather not reach out every time this happens.",3,False,HipsterandBoho,It’s fine - but vet photos better
2020-07-30 16:47:07,"{'id': 16990541, 'body': 'Thanks for updating your review.\nWe always appreciate feedback from our users.', 'modified': '2020-07-31T00:37:06Z'}","I definitely like the new Bumble Boost format and how you can see everyone who has swiped right in one comprehensive page.

The only true quirk that does become quite annoying lies with your location.
I traveled back home for two weeks in which case my location updated. I opened the app at the time because I was responding back to a person I had started a connection a few days prior. When I came back home I had to sift through a load of potential matches that were still showing up from the city I had just left.
I know this sounds like a petty grievance but it has caused quite a bit of confusion when matching and messaging. Truly wish the travel mode feature worked the way it sounds like it’s intended to and actually removes those that matched on you when you’re no longer in that location.",4,False,Destyni Nycole,Love the Bumble Boost update
2022-02-04 06:19:00,"{'id': 16864008, 'body': 'Thanks for updating your review.\nWe always appreciate feedback from our users.', 'modified': '2022-02-05T10:45:36Z'}","BFF mode only allows females to match with other females and males to match with males. Can women not be friends with men? I don’t understand. What about non-binary pals? Why don’t they show up in my feed? I’m very disappointed in this aspect of the app. It’s always bothered me because while it is one of the only apps to make platonic relationships, it does not allow you to be friends with the gender spectrum. This seems so closed minded for such an inclusive and seemingly progressive app. 
I’m already in a committed relationship and I want to make more friends. I get along with people all over the gender spectrum and it hurts me to see this app excluding so many diverse and interesting people from my friend scope. I deleted the app after getting frustrated by this. 
There’s many other flaws as well, but to me this one was glaringly obvious and I only saw one other review addressing the issue. I don’t think this app was intended to be exclusively for dating so neglecting a huge portion of the draw is disappointing.",1,True,brifstevens,A gender exclusive app
2022-02-03 12:03:12,,"Had several technical issues through the entirety of having the app.
(Messages, matches, etc) 
I had befriended one on Instagram who told me my messages was not going through to them on Bumble Business.

I decided to upgrade and get the life membership. (To save money long term)
And to be able to connect with more people.

They advertise and suggest these features are truly unlimited when it’s not.

If you are on the free version they cap you on daily activity.

If you use the premium they see doing too much activity as spam. And can block you from the app  at any time without warning.

Due to all the technical issues I was having and people not getting my messages on the app.
I suggested people could reach out to me on Instagram or continue to speak here within the app.
(You can have your Instagram attached to your profile. Which would mean anyone could see your Instagram if they desired to.)
Which is why I ONLY shared a partnered app as an additional means of communication due to Bumbles technical issues.
I would of been more patient, however connections do expire if you do not message them promptly.

In all if I did it all over I would of stuck with the free version and only reach out to 5-10 people daily. And would of asked the other person their desired means of communication and not directly giving my own. 

Hope this review helps.",1,False,Chris Harding.,WARNING: Read Before Paying For Upgrade.
2021-08-09 21:49:25,"{'id': 24844261, 'body': ""We're sorry to hear you haven't had the best experience on Bumble. We'd love to turn things around for you! When you make a new account on Bumble, your subscription is not automatically transferred over, but our team can do this for you! It sounds like we might need to transfer your previous lifetime subscription over and refund you for the double purchase. Are you please able to send us a message @bumbesupport on Facebook or Twitter so we can take care of this for you? Thanks! 💛"", 'modified': '2021-09-01T08:37:08Z'}","I’ve used bumble for about 4-5 years now and I’ve watched it kinda take a tumble the last 2-3. The swipes are more limited and the matches are becoming fewer and far between. I think my biggest upset with the app right now is the lifetime premium you pay for isn’t for a “lifetime”. Worst case scenario you actually find a relationship off this app and she wants to delete the accounts together, you’ll have to pay for a new premium when your heart gets shattered and you crawl back to it. It’s confusing to me because this could all be handled through the App Store but it’s not, and when you actually message the support you never hear anything back. At this point I’ve paid for 2 premiums that’s over $200. The only heartbreak I have now is I’ve been ghosted by bumble like we matched on bumble. I just want my premium to be a lifetime like I was promised",3,False,Tonymoney23467&&,Could be better
2021-05-26 08:09:01,"{'id': 23161490, 'body': 'Our guidelines are in place to ensure Bumble remains a safe, fun community for making healthy connections. We empower women to make the first move to help shift old-fashioned power dynamics. In regards to your photo at the pool, it sounds like a moderator may have made a mistake. DM us on Facebook or Twitter so we can improve your experience!', 'modified': '2021-06-02T23:27:43Z'}","Let me just say, there is absolutely no way I’d sock money into this app when you have a competitor that legitimately supports equality among all groups, and has a name more widely known than this one. Tinder lets you express yourself, and doesn’t feel the need to moderate accounts for random reasons, which I figure is kind of ridiculous. Why does a report button exist if you’re constantly surveilling accounts for every little thing? No bathroom selfies? What kind of rule is that? Bikini pics allowed outside, but you better be wearing a shirt in that pool if you’re a man? Nice double standard. You’ve gotta pay for unlimited likes and travel mode, features that come with the free version of Tinder? Yea, right, decisions decisions, so many things going for this app that makes me want to keep it over going back to Tinder. Good luck running a successful dating app that favors one gender over another, you’re bound to have many success stories, at least from the LGBT community.",1,False,Josiah Miles,Pay For Tinder With More Rules
2021-10-04 19:11:03,"{'id': 25604797, 'body': ""We appreciate you sharing your feedback with us, Marlay. We are always looking for ways to improve our users' experience on the app so we will make sure to pass your input along to our Product Team. If you have other suggestions or need help, please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to assist you."", 'modified': '2021-10-11T06:39:49Z'}","Girlfriend convinced me to download Bumble to meet friends at the start of the COVID pandemic. I was reluctant at first and even upon first using the app, did not feel inclined to continue. But, after giving it a second shot, I’ve been able to meet so many cool dudes in just a year while working from home. 

Apart from the success I’ve found within the app, I’ve never had any UI or bug issues. Everything is simple and straightforward. 

The only issue I’ve had is accidental swiping. Now I understand this might be a tactic to get people to upgrade their subscription, but it is too easy to accidentally swipe left or right. There have been some cool people that I would’ve loved to meet but I accidentally lost the connection by mis-swiping; for that, I give it 4 stars instead of 5.",4,False,MarlayBaughman,Bumble BFF has been life changing
2020-07-11 02:12:13,,"YES YOU READ THAT RIGHT. I’m extremely happy with my precious girlfriend all because of this here app. When downloading Bumble, I had low, low... low... expectations. We all go through Tinder for a few months and lose hope in love, AM I RIGHT LADIES? However, I did not expect for the stars to allign and me to meet the girl I treaure today. The app is very friendly, slow and steady, and allows time for you to focus on each match. It reminds me of having a picnic in a feild of flowers. Other dating apps I’ve used, however, are more like cheap car hookups that you kind of regret but at least they made you feel something. This is not a hookup app - ITS AN APP FOR LOVE AND DEVOTION. Bascially, this app is bliss, and it gave me a loving girlfriend, so I’m giving a glowing review. Its perfect for mellow college kids who just want some loveeeeeee in their life.",5,False,I love PUPPIES I want one!!!,So I have a gf now
2018-05-31 20:25:50,"{'id': 3763616, 'body': ""Hi there, we never block profiles without reason on Bumble. Bumble was built on kindness, respect, equality, and empowerment, and we hold each user accountable for their own actions. If one violates our Community Guidelines, we block them from Bumble. If you believe your block was a mistake, please DM us on Facebook/Twitter and we'll investigate."", 'modified': '2018-06-08T03:32:48Z'}","After being on bumble for over 9 months and not getting many matches at all, I inquired to their staff as to why that was happening. They gave me tips to make a better profile, which I applied. After swiping on profiles of women without even reading anything, on dozens of profiles daily for weeks, still not one match. I then sent another inquiry, worded it with care and no vulgar or harsh language at all. The response I received shocked me. My profile was blocked and deactivated by the Bumble team for no reason, whatsoever and I've been banned from using it. The bias for being a male and being frustrated with their app, while still being completely respectful, rule abiding and courteous in every interaction is still treated with an insane amount of hateful action from the women running the app because of actions of other men. Men who have not done anything wrong are still paying for the mistakes of other men, and is evident with actions every day, and still with this app and the rediculous women running it.",1,False,Jmtorresnj,App had small promise. Their staff destroyed it
2022-07-03 21:46:06,"{'id': 30735068, 'body': ""We're always working to increase the number of genuine, quality connections for our users. Part of that means encouraging more intentional swiping. We incorporated a swipe limit to help our users get the results they’re hoping for. While this is the way the app works right now, we'll be sure to pass your feedback along to our Product Team. If there's anything we can do to help improve your Bumble experience, please reach out to us at bumble.com/contact and we'd be more than happy to assist you. 💛"", 'modified': '2022-07-05T22:43:41Z'}","Bumble is a good app for sparking a connection with someone you’ve never met via online but the amount of likes you get for free seems to be about 20 or so and then you wait and wait to receive more likes, in the tutorial it asks to swipe on people you are interested in so bumble can show more people “your type” but as soon as it’s full it goes to saying you ran out of likes, making it hard to try and match with people who’ve already matched with you. I’ve had bumble for a day and I’m still waiting for more like and I may sound broke but 10 dollars for a week of unlimited likes doesn’t seem a fair price especially if I’m not appealing enough to receive 3-5 likes every few days and I get it’s a business and they need to make revenue. Maybe if they bring it to renewing every 12-15 hours then it would be worth continuing trying.",3,False,Dodgerboy12346,Likes
2021-01-17 01:05:11,"{'id': 21990811, 'body': ""We appreciate you sharing your feedback with us. We are always looking for ways to improve our users' experience on the app so we will make sure to pass your input along to our Product Team. If you need any help in your account, we're here for you. You can email us at bumble.com/help/#contact-us"", 'modified': '2021-04-01T10:06:46Z'}","I’ve had this now for a few weeks and so far this is my takeaway: 
It’s honestly no different from Tinder. The only difference between Bumble and Tinder is a tag that says if you’re looking for casual or relationship, a friendship/business connection option and you can’t play music on the profiles. I’ve used numerous apps over the years and decided to try Bumble because of the success stories of heard from it but it’s still the same problem; you match, message first, wait, and match/message expires. There are empty profiles still and overall just isn’t doing it for me (for reference, I literally live in a Metropolis so keep this in mind). My advice? If you want to invest the time, try it out but I’d just stick with Tinder since it produces the same results but without the match expiring. I’ll be keep the app still to see if anything changes but I’m not holding my breath.",3,False,MsGenki,Tinder with a different look
2020-05-25 02:42:46,"{'id': 16342310, 'body': ""We certainly understand having a distance preferences. Currently, this only applies to the users you see in your Swipe Deck. Admirers using Travel, traveling or the Whole Country Distance filter will show up in your Beeline with a message about their location. We're available via DMs on Facebook or Twitter @BumbleSupport if you'd to chat further!"", 'modified': '2020-07-01T16:40:46Z'}","** Update** Stop touting this as an improvement! It is clearly a shady way to keep users on your app instead of actually meeting someone. If I have X miles set, that means I only want to see users within that distance. I should, therefore, only be shown to users within that distance as well. But, no, you'd rather show my profile almost exclusively to users further away so there will never be a chance of a mutual ""right swipe."" This is irresponsible and misleading.

While this app used to be a good one, that's not the case anymore. I'm a paid user, where I can see everyone who has swiped right on me. And it's very concerning that they are almost exclusively form further away that I have set in my app settings, easily >80%. This tells me that the algorithm is showing my profile more to people I see as too far away and will never swipe on than to people within a reasonable distance that I could have a chance to match with. Seems like they've tweaked the coding in a very shady to keep users on their app.",1,False,shake727,Developers became shady
2022-06-16 02:19:15,"{'id': 30418674, 'body': ""We appreciate you sharing your feedback with us. We are always looking for ways to improve our users' experience on the app so we will make sure to pass your input along to our Product Team."", 'modified': '2022-06-17T17:31:30Z'}","I like it, it’s not hard to use and the app has features that are different than other dating platforms which I appreciate.
The only thing I’d change is to allow us to use whatever picture we want for our main photo. I have a picture of myself that shows my face very clearly, but the app can’t recognize my face and actually auto-replaces the picture with a different one that doesn’t show my face as clearly as the one I want as my main. I think getting rid of that feature entirely would be a safe bet, let us use whatever photo we would like as our main. We do have 5 other picture slots that can show our face if the first isn’t clear.
Apart from this, it’s a solid dating platform. A little pricey, but as far as I’m seeing it’s worth it.",4,False,Flinnjr,Very good
2023-01-21 17:02:35,"{'id': 34537662, 'body': ""Hi there. We're sorry you didn't enjoy your experience on Bumble. We are always looking for ways to improve our users' experience so we will make sure to pass your input along to our Product Team. While we continue to work hard to improve this, if we can help your experience further right now, please send us a message at bumble.com/contact. 💛"", 'modified': '2023-01-29T04:08:47Z'}","Personally, I like the app and have met a handful of decent people through it. My only complaint is that the UI is absolutely atrocious. 90% of the time I find myself trying to scroll up and down through someone’s profile and the app mistakes it for a left or right swipe. It’s very inconvenient when trying to gather the appropriate information in order to make that final decision. If it mistakenly swipes left on someone you think may be compatible, you can’t back track without paying an outrageous subscription fee per WEEK (scam). On the other hand, if it mistakenly swipes right on someone who doesn’t quite peak your interest (and you were to pay the premium) you can’t back track because it’s “not very nice”. Probably won’t see any changes or improvements but it’s worth putting out there for anyone interested in using the app.",3,False,B1G D1X,Sensitive UI
2022-12-17 01:04:05,"{'id': 33905189, 'body': ""We're sorry you didn't enjoy your experience on Bumble. We are always looking for ways to improve our users' experience on the app so we will make sure to pass your input along to our Product Team. This doesn’t sound ideal and we'd love to investigate what's happening on your account. Can you please send us a message at bumble.com/contact. We're sure we’ll have you up and buzzin' again in no time!"", 'modified': '2022-12-23T19:18:13Z'}","I was talking to a guy for about a week and we were supposed to meet up at a bar over the weekend. I was trying to clear out old bumble messages by unmatching with people who I got no response from, and I accidentally unmatched with him, and I have no way to find him, since there’s no last names. Every time I cleared an old message the app would jump to the top of my messages instead of staying where I was. There should be a category for you to look at your unmatched people or deleted messages.
I spent two hours looking through every form of social media and trying to find him based off of only knowing the state that he lived in and his first name. Unfortunately, I have yet to find him and hope that he shows up to the bar. 
When it happened, I feel like it screwed me out of a real connection.",3,False,KariBeari22,Has flaws a that can affect results
2022-04-20 18:36:46,"{'id': 30048259, 'body': ""Hi GalChristian. We're sorry you didn't enjoy your experience on Bumble. We are always looking for ways to improve our users' experience so we will make sure to pass your input along to our Product Team. While this is the way our app works now, if we can help your experience further right now, please send us a message at bumble.com/contact. 💛"", 'modified': '2022-05-30T10:48:49Z'}","Markets itself as Apple App award winner of 21. wow GREAT! To whom whatever that means 😅, to me at least that would stand that the description matches the product after purchase. You know the catch..Well, it doesn’t. The buzz word “biz” is not even a feature available YET so their Support Team states via email. Well thank you! I simply was looking for a business store front and face for people to see who stands behind it and able to expand my offerings via other services. I explained in detail my issue and requested a refund. We emailed a few times and they agreed I shall request a refund through Apple which they did grant. Thanks! Will try the app again once business “biz” ready. Clean yellow copy of other similar dating apps. OHh and one more thing I found as a flaw rather than a positive; accidental right swipes can’t be revoked 😆 go figure 🤷‍♂️",3,False,GalChristian,…nice “biz” marketing for now 🤦‍♂️
2022-01-20 11:58:12,,"Used to use Bumble a few years ago and it was a great app both from a tech perspective and also the quantity and quality of people available. However, I just recently downloaded it again and not sure how it is for the guys, but I only get to see ~8-10 profiles a day. 1-2 of the profiles are married couples. 3-4 of the profiles have violent/bloody photographs (checked with Bumble about this and apparently their TOS and moderators allow violence and blood in photographs), not sure about anyone else, but this is NOT what I want to see on a dating app. So out of those 8-10 profiles I get to see per day, over half of them are meaningless to me. You also used to get to use 2 free filters. They took that away. It also used to be a reasonable price if you felt like paying for a few months. They took that away too. Now it’s $40/month. Seems like Bumble has come down with a severe case of the greeds. This app isn’t for me anymore so I just deleted it.",1,False,Sugarcat2626,It gets worse with every update
2022-01-13 14:37:41,"{'id': 28093310, 'body': ""We're sorry to hear you've had difficulty getting support. Rest assured, we work to follow up as quickly as possible and when we have an update. Feel free to DM us at Facebook or Twitter (@BumbleSupport) so we can help!"", 'modified': '2022-02-16T23:19:21Z'}","Update: finally got a response to my feedback to say they are working on it, but now another week has gone by with no new information and NO fix. My Premium subscription payment is due in one week; without a Beeline fix, I’ll be canceling it and checking out Hinge.

 I’ve sent two support inquiries and received no response for either, so I guess I’ll see if my feedback does any good here. I saw a similar bug report when I was reading through other reviews, so it does appear to be an issue… I can't scroll more than 10 or so profiles in my Beeline before it jumps back to the top. I just updated my app to the latest version, in the hope that would help, and it didn't. I have received no response after sending this as a support inquiry - twice - except to send me a feedback survey for support I’ve never even received. This is VERY frustrating. My subscription certainly not worth it if I can't use this feature.",1,False,TerribleTechSupport,Can’t scroll Beeline; unresponsive support team
2021-08-10 01:55:59,"{'id': 24452515, 'body': ""Thank you so much for bringing this to our attention. It's possible your subscription wasn't properly canceled or you didn't cancel within the required window. Please reach out to us at bumble.com/contact so we can look into this for you right away."", 'modified': '2021-08-11T16:41:30Z'}","2) Review: They still didn’t fix my issue and keep charging me!!! 

At the end of last month I bought a premium account for a week ($8.99 week) that would end on August 5th.  On August 2nd the premium mode stopped working.  I couldn't change my location, couldn't see who liked my profile, couldn't do absolutely anything that a premium account provides.  I sent you several e-mails and so far I haven't had a response.  on the 3rd or 4th of August I bought the bee option for one day and then canceled the purchase.  You keep making several undue charges.  I have already canceled the purchase and every day you are deducting money from my card.  I was even able to enjoy the “privileges” I should have the week I requested the premium purchase.  I'm sick of it.  They charge every day, I couldn't use the service I asked for if I have any answers from you.  I kindly ask you to fix your mistake and refund the amounts that are improperly charged.

Review 1)

I'm disappointed. I subscribed to Bumble Premium and am not getting any benefit that I was supposed to have. They limited the amount of matches, I can't see who liked my profile or change the application. In short, I paid and did not activate my purchase. I spent the entire weekend kandating emails and so far I haven't had any response but the charge was made to my card.",1,False,sdfk1910,Bumble Premium/bee - charging me but I’m not being able to use it.
2021-04-28 02:57:49,"{'id': 22676740, 'body': ""We're sorry you didn't enjoy your experience on Bumble. Our team would love the opportunity to improve your experience in the Hive! Please message our Support Team on Twitter or Facebook (@BumbleSupport) and we'd be happy to help."", 'modified': '2021-05-07T10:26:12Z'}","2nd Update: I did what the response suggested. It still didn’t work. What works is when I pay, then beeline is suddenly full. I canceled and deleted the app. 
Update: I see what they do now. They tell me I get likes and I do except they won’t show them to me and my beeline is empty. Then as soon as my paid membership runs out all the sudden my beeline is full. They hold my likes until my subscription is done so they can try to get me to pay again. 😖
Original review:
I liked the app in the beginning but there are a few I things I don’t like. I don’t like that I have to message the guys first and the match expires is I don’t. I also don’t like that I must have run out of people or everyone must swipe left on me because I have gotten zero people in my beeline for weeks now. No point in continuing to pay for an app that I get no matches from. I even opened my distance up fully. I swipe often yet get nothing. I don’t have this problem on other apps.",1,False,nlpjameson,No point to continue to pay
2020-12-07 07:02:45,"{'id': 19703864, 'body': 'Hi there, thank you so much for your thoughtful feedback. Backtrack is now a part of Bumble Boost. We know this is different than how things worked in the past so we would love to help ease the transition. Please message @BumbleSupport on Twitter or Facebook.', 'modified': '2020-12-11T18:54:04Z'}","For all of the “empowering” and user commitment Bumble has espoused itself to over the years, I can’t help but feel their latest move to drastically raise their prices on  paid features via their latest new tier of “premium” features is quite disenfranchising. (Not to mention reducing the features formerly offered in the more affordable Bumble Boost...)

The pandemic has hit Bumble’s core users hard. 

Not only are Millennials especially scrapping by financially due to COVID (and even before COVID due to a dismal financial outlook bc of student debt, lack of affordable housing, health insurance costs, and the like) loneliness and lack of connection has become a devastating byproduct of this ongoing crisis. Was now the time to higher prices and reduce access to meeting people via swipe limits and once free features like backtrack? There are certainly bigger injustices than Bumbles choice to do this now but it’s definitely disappointing. 

This move feels like yet another company not doing right by their customers, despite what they claim. Bumble is valued in the billions, already raking in millions of dollars in revenues, and looking at an IPO as the average customer gets less for more money. The rich always seem to get richer, it seems even during a historic crisis. Story as old as time — I thought Bumble was better than this.",3,False,Quzy69-543,A price hike at the height of COVID? The rich get richer...
2020-08-30 22:11:00,"{'id': 17632832, 'body': 'Hi, there! We truly appreciate your feedback. While viewing the users in your Beeline is a feature associated with our Boost subscription, the users there will organically pop up in your swipe queue as long as they meet your filters. Please send us a DM via Facebook or Twitter (@BumbleSupport) so we can further assist you!', 'modified': '2020-09-01T17:55:23Z'}","Stop sending me marketing notifications to get me to go back to the app. Not only does this violate Apple’s Terms of Service that you signed as a developer, but you also send deceptive messages like “You’re one half of a great match! Go meet the other!” to make me think I got liked by someone, when in fact there was no like at all.  These kinds of messages reduce trust on the platform and create an antagonistic relationship between users and you.

Other reasons for lowering your rating: constantly running out of the pool of women in my area (one of the largest cities in the U.S., how is this possible), no ability to filter by vegan/vegetarian (although with the pool size might be pointless), and the intense nickel and diming you do for every action. The fact that I can’t even SEE who likes me without paying is pure greed. 

I like the concept of empowering women and appreciate the verified badges that reduces fake profiles, but you have a lot of work to do.",2,False,round midnight,Trust issues
2019-07-31 10:07:55,"{'id': 9951280, 'body': 'Thank you for bringing this to our attention. Our team wants to make sure your account is buzzing to perfection. Please message @bumblesupport on Twitter or Facebook so we can optimize your experience in the Hive. We look forward to hearing from you!', 'modified': '2019-08-01T06:02:29Z'}","If you want to use this app without paying, swiping the profiles seems like a good way to pass the time. I recently went through heartbreak and decided to help myself feel better by swiping through as many profiles as I could just to look, which meant that I was missing out on those that I couldn’t see liked me because I wasn’t a premium member. I paid for one months worth of bumble so I could give myself a time limit and not spend so much money and went through all of the profiles that liked me (there was only 3, it was as high as 8 at one point). Ever since I’ve gone through all of those profiles, I haven’t gotten a single one again. So, somehow, all of these people like me when I’m not premium but once I’m premium no one likes me anymore? Sounds suspicious to me. Take it for what you will, but that’s just my experience with it. I’ll continue to use the app but I sincerely doubt that I will ever spend anymore money on it.",2,False,LordoftheWind,Seems like a ripoff
2019-04-09 14:32:09,,"I really enjoy using this app. My only issue so far is the mechanic in which if a match queues is made you then have 24 hours for a woman to message you. I think maybe you should be able to extend another 24 hours for free or something. Maybe add a feature that is a daily reward for logging in or something to help out the Men who can’t message the woman who have matched with them and messaged within the 24 hour. However, I’ve gotten a lot of matches as a male which I’m proud of. My advice to other males, just be honest and take time to put in information about yourself that is true. There’s no point in wasting time. I also like how bumble is designed. If a woman messages me, it reinforces my confidence to know that she actually wanted to talk to me. So, great job bumble for that mechanic!",5,False,Martin Livingston,Pretty good app
2023-02-16 21:24:20,"{'id': 34997174, 'body': ""All of our core features are free to use. You don't have to pay to swipe, make matches, or send messages. We offer a few paid options to access additional features, but they're totally optional. You don't have to pay to make authentic connections in the Hive. If you have any questions, definitely reach out to our Support Team at bumble.com/contact"", 'modified': '2023-02-21T17:36:56Z'}","This app is designed to frustrate you into paying them. That’s the entire business model. I’ve used plenty of dating apps and this has been by far the most frustrating one to use. They give you a limited number of likes, which also vary every time you use the app. I had days when I only was allowed to give 2 likes before hitting the paywall, where they ask you to upgrade to a premium membership which cost about $30 a month. Oh yea and likes expire after 24 hours so those only two likes you were able to send get unsent after 24 hours which means if those two people didn’t use their app that day or ran out of swipes as well then you have zero chance at making a match. Bumble used to be great in the past, when they first started, but now they just want your money and I’m disappointed that they would stoop so low. They prey on you to get your money. Don’t download unless you want to pay.",1,False,A1738@$&,DISGUSTING paywall after paywall
2022-07-02 14:49:12,"{'id': 31033740, 'body': ""Hi there, we're so sorry to hear that you haven't had a positive experience on Bumble. Please message our Support Team on Twitter or Facebook (@bumblesupport) so we can look into this for you and improve your experience."", 'modified': '2022-07-22T08:19:34Z'}","My experience as a queer woman using Bumble:

When seeking, I can no longer access any of the additional filters that used to be free, they are now only available for Premium and Boost accounts. The account that allows access to all features is FAR overpriced now so I wouldn’t even consider paying for it at this point. Since I can no longer filter people by what they are looking for on the app or other similar features to narrow my search for free, I match with a lot of people who are only looking for hookups or casual sex, people who don’t line up with me. 

Additionally, when seeking WOMEN, there is NOTHING but heterosexual couples looking for women to have threesomes, and not actual single women looking for other single women. Bumble absolutely needs to do something about all the couple accounts on this app that are wasting people’s time looking for a one night fetish friend while the rest of us are out here actually using the app for its intended purpose.",1,False,A'J.1998,Bumble is Falling Off
