Unnamed: 0,rating,userName,title,isEdited,date,review,developerResponse,sentiment
286,3,Ankaa_79,Lacking messenger with great pic options...,False,2014-01-09 13:02:20,"Hornet, much like it's competitors, let's you see pics of people near you, but has the advantage of allowing multiple pics, including locked ones. However, the actual messenger system needs improvement. Some messages don't seem to go through at all and show in the chat history as if there was not an issue while others go through and don't show in the chat history.",,3
287,1,AaronOsborn,This app is one giant sting,False,2013-10-23 19:04:45,"This app never worked really well. New version contains lots of ads, but I'd say that's the least of its problems. It's always giving error messages that never get fixed. Perpetual server issues. Slow interface. Sends messages 10x, then not at all. Crashes regularly. Even manages to crash some of my other running apps in the background!

It simply doesn't keep up with its competitors. Definitely not worth paying for.  Hopefully with all the new ad revenue they'll be able to fix some of their long-term server and stability issues.",,1
288,5,Binx90,Awesome,False,2013-08-04 23:02:14,"This app is better than grindr in so many ways.  However, it's only better in big cities.  If you live in suburban America that's not near a big city and people in that area still use grindr then you won't have as many options. But you do get push notifications and you can explore different cities.",,4
289,5,VonParaduck,Grindr? Uh No.,False,2012-06-26 03:24:53,"This app has so much more to offer than its competitors. After you get passed your first launch and set everything up, the app runs smoothly. More user functions. Could use a bit more filter functions. Definitely a supporter because of its support for the KYS campaign.  Tell your friends, tell your dog, tell your mom. Must use app for gays guys everywhere.",,5
290,4,Slitheytoves,A little buggy...fine app,False,2014-11-02 00:50:00,"Younger crowd.  Cute.  Multiple pics with easy unlock is sweet.  Stupid gigantic stickers and annoying that favorites get sent to my mailbox.  Let the guys do their anonymous thing without announcing to me.  

The profiles are truncated and the bugs on the picture icons are annoying.  

Other than that, total success.  Don't even need all those frills to chat with a hot guy.",,4
291,3,Travismichael123,"I live this app, BUT",False,2015-04-18 15:52:30,"I really enjoy this app, but I wish you could see who checked you out without having to pay for it. I feel like this is the only app that doesn't let you see who viewed your profile unless you have to pay.

Also it's a good way to meet new people if you made this option free, because when I go to 'nerby' I have to scroll down further each time to see new people and it's so frustrating",,4
292,5,Goodbetterapp,Good,False,2014-10-06 06:09:16,"This app allows you to reach As many guys as you want just keep scrolling down there is no limitation of guys number while Grindr limits 100 for non paying members and 300 maybe less for paying members. Plus you can load lots of pics and see other guys pics, no need to keep asking for pics. Try it",,5
293,2,capwellkid,Would be great without pop up ads,False,2014-03-03 17:02:30,"The app is better than Grindr, until pop up ads interrupt you after every few swipes, and some never go away (like the Covergirl ad -- and why is Covergirl advertising on Hornet?)... There's even a random ad that actually pops up and automatically takes you AWAY from the app and onto the internet. I'm not sure if the app designers get how detrimental this is to their business. Cuz once it happens I just turn the app off for awhile. Not so terrific choices guys.",,2
294,4,MMS214,Nice App,False,2012-01-27 16:56:23,Definitely better than Grindr.  The ability to have multiple pics and left / right scrolling are the best features.  My only two issues are that the same profiles appear in the same order on nearby regardless of my location in my city and the app crashes frequently.,,4
295,4,Semantix,Better profiles and picture handling than the famous one,False,2015-03-04 02:19:36,"I like the extended profiles that offer the chance to get to know someone before you engage, and I like being able to load multiple pictures. I think it's lame that people can delete a conversation and it deletes out of your chats, too. Overall not bad but still lacking.",,3
296,1,D-|,Horrible,False,2017-08-10 13:24:10,"The app makes a decent attempt or better at functionality. But it is riddled with third world scammers. Every time I login I get messages from fake profile 6400 miles away for me (which for me puts them in Africa or Eastern Europe).  This tells me this app either has: a major security flaw (scary!) that lets them do this so fast, or they need to delete the ability to look all over the world at guys as part of the app.  Or even more likely the app was developed by the scammers themselves. Don't waste your time with this app!  Go back to Grindr, Scruff or Jack'd",,2
297,5,DanielMChick,Great features right out of the proverbial box,False,2012-11-24 18:38:31,"Has the most functionality in a free social/dating app that I've encountered. Straightforward and easy to use, this app makes it easier for me to meet new people. It does not, however, improve my awkwardness or the lack of cute guys in my area. If the devs could do that, I'll donate money to them.",,4
298,4,Iambillford,Good app,False,2014-11-26 00:02:10,Surprises me sometimes..not as many guys as other options but seem to chat a lot still on it...too many guys too far away send way too many annoying private pic requests tho.. the new way the ads pop up in the middle of browsing is really annoying too.. otherwise it's a good app definitely worth the download I do use it a lot,,3
299,1,19104,Still unreliable...,False,2013-11-13 17:58:44,"More photos than similar apps, but still completely unreliable for delivering and receiving messages. The ""Stung!"" Message error is all to frequent. Also, new today, about half of the chats I've had recently have ""been deleted by the other user"" - I find it incredibly odd that a half a dozen of the people I've chatted with have deleted my chats but not blocked me all in the last couple hours, when that had never happened before even once. Lots and lots of potential for this app, but very poor execution.",,2
300,4,jtrwallace,Great App,False,2013-04-14 03:24:14,Much better than Grindr. So much faster. Just a few minor annoyances like when there's a square overlay telling you what is happening. I feel those should go away faster or should not take up so much of the screen. I like the orange color scheme and the way you swipe left/right for new profiles and up/down for more pictures is really very cool.,,4
301,5,Thomas' Reviews,SO much better than other apps!,False,2014-11-19 23:51:22,It is much better than grindr and jacked. Has a few glitches (like new message count indicator not refreshing and pictures get warped. Over all though it allows multiple pictures and unlimited number of ppl (unlike other apps like grindr),,4
302,5,Brwnhrnt22,Better than Grindr,False,2013-05-12 21:57:53,I stumbled across this app by accident and actual like it better than any other app in it's category. Of course the upgrade version is a little pricey but the app is well designed and better than Grindr in my opinion. I am interested to see what more they can come up with!,,5
303,4,ben.tang,what grindr SHOULD'VE been,False,2013-05-29 07:08:11,"re: all the problems of it being laggy, this being a rather new app, give it time. but THIS is what grinder/jack'd/scruff/all other social apps should've been. there isn't much to lose if you stick with the basic functions and the extras are worth it for those who are pickier and are willing to part with the cash. awesome app",,5
304,5,Joseistheway,Love this app!,False,2013-04-11 06:18:07,"So much better than Grindr! You can actually upload multiple photos, and make some private. I also like the ""Know Your Status"" option, lets you select if you're either HIV negative or positive. Oh, and best thing of all is that you can browse guys from nearby or other areas! So useful! Great app!",,5
305,5,D Heckman,Way better than grindr!,False,2012-04-15 17:52:17,"I can't believe I just found out about hornet. It's a lot smoother and faster than grindr. It's layed out a lot better as well. It's an upgrades version of grindr basically. The only problem is that a lot of guys don't know about it yet, but it will grow fast :D",,4
306,5,twocut,Better than Grindr,False,2015-03-23 12:17:21,"Way better functionality for a free account than Grindr. It saves your conversations when you delete the app, keeps you viewable when you're not online, and sends you alerts when you have messages. It's only lacking in as stronger user base.",,4
307,2,WMD_15,It used to be great!!!,False,2014-10-02 02:57:17,"This app used to be my go to, but with the last several updates it's gone downhill. I hope that they can restore their popularity before people decide to move on. The notifications have been off by hours at a time, the sent messages have been disappearing, and now the whole app fails to open. I am giving two stars just because I don't want to be completely negative with all that you have offered in the past.",,2
308,5,David Venter,Better than the rest,False,2014-05-30 06:39:22,"Hornet is way better than all the other gay dating apps. I love being able to share and view multiple profile pictures, explore guys in different areas and get push notifications without having to pay for it. Thanks guys! Awesome app! 👌👍❤️",,5
309,2,aidankellybitch,where are my app notification badges?,False,2016-05-28 05:31:52,"Cool update, everything looks great. But- what happened to the icon badge that displays how many missed messages you have?? Not only did I lose the number badge for my pre-update missed messages, but now new ones don't set it off either. Sometimes when I'm too busy to answer the push notification right away, the badge is the only thing that reminds me to check but now it's gone. PLEASE bring it back!",,3
310,5,Bxleong,Great updates and features,False,2015-08-23 00:59:31,Hornet has revised and updated with faster responses and expanded network with features such as Explore so one can search make connections prior to travel to different parts of the world.  Check out premium version for unlimited photos leading to more connections.  Have fun xoxoxo,,5
311,1,DonaldLosAngeles,Latest version won't start-up,False,2014-09-03 08:19:52,"I updated to the lastest version for my Iphone 5 running O/S 7.1.2.  Upon launching the app, a error pops up ""wrong password/forgot your password"". Selecting either causes the splash page to remain on the screen and it proceeds no further.  Closing the program and re-opening only takes you back to splash page which continues to hang.  A reboot of the device only causes the ""wrong password/forgot your password"" error to pop again.

I contacted support a day ago but have not received a reply.",,1
312,5,Pandorajake,Rating,False,2012-02-05 14:32:52,I really like this app and would give it five stars if I could acess it all the time . For the last three days all I've gotten is the hornet logo on my screen and nothing else it stays like and won't change I hsve nine notifications but cant get to them yo see what they are.,,4
313,5,Andrew3601,Hornet Listens,False,2014-09-27 18:34:47,"My favorite thing about Hornet isn't even a feature of the app, it's that the developers behind the app listen to the concerns and suggestions of their users. They're also constantly working to improve Hornet, and make it better for everyone… unlike their top competitor.",,5
314,4,CoalitionGuy,"Pretty nice app, needs improvement.",False,2013-06-07 01:17:50,"This app is nice but needs some enhancements, like an extended profile option. It also needs a better blocking technology where blocked member avatars do not show up when one is blocked. There's not enough text allowed in the descriptions, but overall, the app is stable. The members on the other hand is another issue. Lol.",,3
315,5,Swingler,"Best gay app, works better than the others",False,2016-01-31 14:10:31,"This is by far the smoothest and most usable of all the other apps. When they can't even get picture sharing or push notifications right, I'm always impressed by the craft and care that goes into Hornet user experience.",,5
316,5,RB98753,Great app,False,2015-01-27 21:52:05,This is the best of the chat apps.  Not as popular as some of the others.   But when it does it works pretty well.  The ability to have multiple pics is cool. Easy to send more.  Has more info then most of the others including last test date.,,5
317,5,FwT©,Say goodbye to Grindr!,False,2013-05-05 17:34:42,"It's nice to see an app that can finally give me good reason to say goodbye forever to Grindr! This app has so many features and the staff is so helpful when you have a question. Unlike the constant grief, lack of customer support and outrageous price spikes for poor service on Grindr, Hornet is the definite better alternative!",,5
318,5,Jerm0003,Needs levels of membership and different payment amounts,False,2015-02-28 14:24:40,Wish there was a bronze silver and gold membership with different levels of features and payment options. But overall a good app. Better than grindr. wish more people new about it.,,4
319,4,ur2phine,Cleaner interface than Grindr,False,2011-10-29 14:41:01,"Runs slowly, not too many guys online. But that to be expected from a new app     . The interface isn't hijacked by intrusive ads and it is nice to have access to multiple pictures through swiping. Very intuitive for an iPhone. Needs minor improvement and more users.",,4
320,4,KrayKrayXs2,Way better than grindr,False,2013-05-23 19:44:35,"Been using grindr a few years, this is nicer that you can have multiple photos, however I'd prefer being able to ""favorite"" people without them getting notification, also it lists everyone online or offline which is a little confusing.",,4
321,5,Nrw1025900,Great app!!,False,2014-12-13 21:28:00,"It may have been awhile sense I've used this app but I had it, it was great. About a year or so ago Meant an amazing person on this app who i am no engaged to. This app just many other gay app has some sleazy people on it but don't give up, you can get lucky an find a great guy just as I have using it :)",,5
322,5,Joshua.Cane,Perfection!,False,2014-05-08 21:51:47,"This app does what grindr failed to do. It has close to no restrictions and the amount of people you can find is basically limitless. Seamless features, impressive UI, overall a major competitor in the field of gay apps. I just wish more people realized this app is so much better than the rest!",,5
323,5,TrailerParkCarol,Best App Out There!!!,False,2013-10-22 19:39:17,"This is one of the best gay dating apps out on the apple store! Lots of cute sexy guys! The interface is really easy to use! Can't think of any complaints! Actually, my only complain is that there isn't enough time in my schedule to meet all the fellas I meet on here! Love Hornet! Changed my life for the better!",,5
324,4,MusikInfektion,A recent problem,False,2014-02-20 05:28:31,"Until recently Hornet has been running smoothly for me. The past couple of days some of the profile pictures aren’t showing. I tried restarting my iPhone, Wireless, etc. but all in vain. I just hope this problem, bug or whatever gets fixed soon. It’s a really great app.",,4
325,4,qew w,Amazingly perfecto,False,2014-10-06 01:50:25,"I absolutely think that this app is ""amazingly perfect"" I've met so many guys who live in my area and other social apps can't do that for me the app it's self is amazing the only things I do t like is that u cannt post more than 6 pics with out upgrading to premium and I wouldn't mine paying premium if it wasn't so expensive",,5
326,5,Trek Roulo,Way better than most,False,2013-09-03 18:09:03,"This app puts grindr to shame. Yes it's a tad buggy but over all I don't get any fake or bot messages. And when you contact them the get back to you fast, and with good explanations to why something was wrong. Try doing that with VGL or jackd and you won't get the same treatment.",,1
327,5,CuteDtownBoi,Responsive & Quick,False,2012-11-17 17:21:58,"The dev team who created this app really knew what they were doing.  The app works beautifully and when there is a new update needed (i.e. for iOS6, iPhone 5...) the dev team is on top of it.  Speedy response to troubleshooting questions and always to the point.  Grindr has got nothing on Hornet!",,5
328,1,Nununakilok,Difficult to navigate,False,2016-09-29 23:47:24,"Not only is this app difficult to navigate, it is a huge letdown from the get-go. Once you click on a particular profile you are immediately shunted to video game advertisements. Mind you, you have to opt in for a subscription in order to be able to navigate the site and interact with people. And you get ridiculous video game ads on top of that! Within the first 20 minutes of my using this app I decided to cancel my subscription. Huge letdown. Beware.",,1
329,5,myio,So much better than the others,False,2014-11-08 18:42:19,"Hornet has more features more pics and is just plain more reliable. I never get that annoying message ""we're having trouble loading more guys"" I see constantly on a certain yellow app.",,3
330,4,G Whovian,None too bad,False,2016-05-07 23:07:30,"I've had this app for a while. Depending on where you live the amount of guys may or may not be large but it does its job, works well without having to subscribe all in all it does what you want it to. Find other guys looking for what have you, meet them and go wherever from there.",,4
331,3,sfnicolas,App won't load/Message delete is lame,False,2013-12-25 22:25:54,"First, tried to join as a new member on iPhone 5S--but the app's logo is all I see (force quit, re-download, no luck!)...worked correctly next day. Second, deleting a message notifies the other member that you've 'left the conversation'--poor user experience! A4A did this as well years ago and removed that feature based on complaints from the member base.",,1
332,5,Seij007,A nice change from the other sites out there,False,2013-01-08 13:58:10,A lot of free stuff and tools - along with more space for about you and better filters. So far no complainants and props to the design team for taking the major flaws of the other site(s) out and making them free.,,4
333,4,Randomguy598,"Great app, but",False,2016-12-04 05:33:38,"I love this app, i met a couple of great friends on here, but recently i got suspended for no reason. I have been completely honest with everything on the app, but i still got suspended. I dont know how long it will last, hopefully not long, but i have been trying to reach the hornet team through email. Please un-suspend me",,1
334,5,Cyberdyn,Stable & great!,False,2013-08-07 22:45:49,"A cool app that's stable and has some very nice features...
Blows Grindr out of the water. -- Grindr should start over and learn how to write an app that works.
-- they could take lessons from Hornet!
I don't write many reviews but this app is so much better than another one I mentioned they deserve accolades.
:-)",,5
335,5,Bobbyenriquedetrixhe,Bobby,False,2013-07-01 07:29:50,Nice app new to all this but I seem to have a problem I have like 4 pending charges on my account for the services n still have yet to be able to view anything and there are about 200+ squares with question marks n I'd like to see what's behind the question mark,,3
336,5,zentato,FANTASTIC!,False,2012-12-12 16:04:53,this is one of the best apps out there. one of my top 5 list actually. easy to use and easier to connect with other hot guys. my only critic would be once i get one or maybe two new messages my mail box says i have 10 or 11 instead. please fix that.,,5
337,5,NickM910,Way better than Jack'd and Grindr,False,2014-01-09 21:15:03,"Hornet isn't buggy, doesn't crash or lose messages like Grindr always does. It also loads tons and tons more people than Jack'd does. Personally I find it more interactive and user friendly than both apps.",,5
338,2,Plays well with Bi,Solicitations Solicitations Solicitations,False,2013-08-27 22:23:54,"I have met a few cool guys on here but I get 1 to 3 Solicitations  from guys trying to get me to go to a website to see them. They all say the   same thing so I can tell it a script. I report each of them & have yet to hear back from Hornet. The guys are alway over 7000 miles away from San Diego. I bock each of the people that are Solicitating me. It s annoying, I'm begining to wonder if Hornet owns the other wedsite they redirect me too as it is the same site.",,2
339,5,Brad C Hanson,Love the app but…,False,2016-01-22 21:03:26,I'd like to see a landscape mode. That way I won't have to re orientate my phone if I'm watching a video and receive a message.  Also the ability to not only see messages but the ability to reply on the Apple Watch would be nice.,,4
340,4,KxAnthony,Decent App.,False,2013-04-11 15:04:47,"Hornet, I must say isn't horrible, but I feel it could use a few small tweak ups. I've never had a problem until recent where the application will freeze or close out while typing mid message. Though it could more so be my phone and  not so much the app. So fairly, I say it's worth,⭐⭐⭐⭐. =)",,3
341,5,Chingachaguk,Great App,False,2015-05-09 14:12:33,This app is bug free. I am glad it does not have any matchup features like so many others. The app is more like Grindr since most guys just want to hookup or trade pics. Just wish more guys were on it. As an older dude I don't get much attention. That's just the way it is.,,2
342,5,Corydon76,"Good app, responsive devs",False,2013-04-12 23:17:47,"Love the app, and what's even better is that the developer gets back to you very quickly when you provide feedback, and he even fixes bugs quickly. Every developer on the App Store should be as responsive as this outfit. Bravo!",,5
343,3,aempty,Good app,False,2012-01-12 01:54:29,"But, it needs improvement. It is still slow specially when refreshing, loading more people, navigating the pictures or the chat history. It hangs sometimes when going back and forth between the profile and the chat. I am sure you can make it better.",,3
344,5,B1te3e,Lots of pictures and fast,False,2014-04-04 07:57:55,"I have used everything there is on the market.. Hornet has the most pictures and is one of the fastest both in loading pictures and messages.

Fresh design too",,5
345,2,Bill0812,Uses WAAAAAY too much data,False,2013-10-01 11:46:07,"I like this app and everything. It really is one of the better apps out there.  

However, this thing used 662MB in just under 3 weeks. Ridiculous.  This thing must be reloading every single picture every 5 seconds to use that much.

If you download this app, make sure you have unlimited data or you disable cellular data for it or you're gonna end up with excessive data overages!",,3
346,4,ArtistInNC,Nice App but needs more features,False,2017-05-17 14:29:13,I really like this app and pay for it to enjoy its features fully. But I do wish it were possible to learn more about the people in the profiles -- specifically what age ranges and types they respond to. Scruff has this and it's great. Without it a lot of time and energy is wasted.,,4
347,2,rvdown,"""You can filter out all the Asians""",False,2011-12-02 21:12:26,"That was the response I got (a few times) when I asked what made this better than Grindr. 

So if you can get over that being the type of people that are excited about this app, the app itself is decent. Slower, buggier, and choppier than Grindr but also brings in some interesting functions like multiple pics, private pics, and (for better or worse) more filters.",,3
348,4,Drew_______,Decent,False,2012-01-17 06:39:06,"This app has gotten faster and doesn't seem to crash or lag as much as it has before. Really nice for showing places you plan to visit with Explore, and also does a decent job at home. Still, could run a bit faster!",,4
349,5,JonWhalen92,I love it,False,2013-07-06 22:32:10,"It's kinda similar to grindr, however I met less guy on hornet that were looking for something that I wasn't. I found the bio area on profiles to be useful when trying to find guys into the same stuff as you. A few pluses from grindr.",,3
350,4,Jakekan01,Great app! But needs more younger crowd to much older guys,False,2015-08-07 22:12:42,Works well but just found that to many older guys are there and that there's just not a big community but on grinder I've just got it a day ago and already meeting someone my age (17) and he is cool and the community on there is just over the top good. Hopes it gets better.,,3
351,5,Footballplayer182002,Not a fan,False,2017-02-04 20:00:14,"Not a fan of the new update showing your exact location, I would prefer the option to turn what city your in on off. PLEASE add a new feature to be able to turn that off!!! Thank you!",,2
352,5,IanShelton2010,Much better then most,False,2013-11-28 01:42:18,"This app is great! Only one thing wrong. It picks and chooses when it sends push notifications. Sometimes I receive them. Sometimes I don't. And when I don't, I miss those messages till I open the app  manually.",,5
353,5,Mushrooms319,Customer support!,False,2016-07-13 20:40:24,I was very impressed with the customer support for this app. I reported an instance of harassment and quickly received a reply saying that the offending user's account had been suspended permanently. It's encouraging to see an app that takes its users' safety seriously!,,5
354,5,JNgai24,Well designed app,False,2014-10-17 07:33:58,This app is definitely one of the better ones I have used. Everything is well designed and smooth. It does not lag or show delayed messages. I would prefer this app over like jack'd. 5 star.,,5
355,5,Teleonard,Magnificence,False,2013-04-15 18:22:33,If it stays just the way it is when I downloaded it is the best gay chat site there is. I've tried them all out & it's beats some of the 'better' ones. The only thing I hate is that it's mostly kids where I am actually looking for a man.,,4
356,5,Huskerstorm94,Cool App,False,2013-07-25 04:45:22,I like this app. There aren't a ton of guys that seem to use it but you can view guys from all over at any specific location for no additional charge which is really cool. I haven't noticed any bugs or anything so this app gets 5 stars! :),,5
357,1,Armus77,Spam + quality going downhill,False,2017-07-10 13:21:38,"Update: They send weekly emails even if you've unsubscribed (or bother to unsubscribe again). The app is prone to crash when looking at msgs.

With the prior version the act of clicking on a profile would pull up my profile then quickly switch to the other. This current version does 2 quick switches from him-to-me, then me-to-him. It's jarring and adds delay. Maybe the dev needs a slower device (or a QA team) to spot it.",,2
358,5,Wdrkd,Great app!,False,2012-04-07 15:31:37,"This is a great app and it's getting better as more people start using it. The explore feature is fantastic! The interface is better and faster than its competitors, it's easier to use, and the hearts are genius. Love it!",,5
359,2,BarbarianSwank,Bad UI,False,2012-11-16 14:14:17,"Super buggy, constantly crashing. Location browser makes you pinpoint map locations with showing the names of even most major cities until you've pinpointed (i.e.: if you want to find, say, Boulder, CO; you have to tap all over the state and hope that (1) you happen to tap on Boulder, and (2) you don't accidentally tap off of it).
The Grindr-style ""pull and load more guys"" feature is for crap.",,1
360,4,Bc032885,Clean and quick!,False,2014-10-03 22:46:48,"So far the app is very clean and streamlined. Easy to use for the most part. The only reason I have it four stars instead of five is because the app doesn't do a very good job explaining what all the features are, how they work, and how to use them.",,4
361,5,DobermanLover6,Fantastic app!!!,False,2012-01-10 20:09:20,Light years ahead of grindr in everything from being able to post more than 1 profile pic to being able to view someones HIV status. Over all a great app :),,5
362,5,Bom65,One of the best,False,2016-06-06 19:34:26,"One of the best gay social apps available. Although, recent changes have made it less user friendly than before, it is still much better than anything else out there.",,5
363,1,App user 1955,Was great now broken and zero response,False,2014-04-04 09:59:29,This was very good in many ways. Unfortunately success has gotten in the way. The staff now fails to respond to requests for help. My account still exists but my entire profile disappeared. I have written twice on this matter and gotten nothing more than the automated reply. I had written twice before on other bugs and got an immediate reply the first time when the app was new and no reply the second.,,2
364,2,Dr. Kerber,unfocused clunky big drag,False,2017-04-08 14:32:56,I tried it - not sure what the focus is here - seems really sexy phobic - the biggest feature is a four paragraph warning about uploading any pics that show too much hair or too big of a bulge in your pants or speedo or something it goes on ad nauseam - alot of profiles with no one online - I deleted it and it sends me emails saying I have messages. just want to foreget the whole mess.,,2
365,5,Rmax205347,Grindr has some competition!,False,2013-05-01 00:13:45,look out grindr it looks like you have some competition! I love this app it's so awesome that you can browse around outside of your area. You can't do that on grindr. if I could give more stars I would for this amazing app!,,5
366,1,Talon89g,Same as the rest,False,2013-04-25 01:59:13,"I just downloaded it and every one just asks you to unlock and don't even bother to even say hi .. I was hoping this be more a site where I could chat and get to know some one were all the other sites failed like Grindr and adam4adam ... It's sad gay dating sites are now compared to bath houses and not for the purpose of possibly finding someone to go on a date with.. Maybe sex sites ""date sites"" just are not for gay men with higher standards and morals",,1
367,5,GeauxHornet,Excellent! A first version Slam Dunk!,False,2012-03-01 17:10:25,"Better than that skull icon app I dare not name.

Blocked list management and priv pic list management. Awesome! 8 total profile pics plus ability to send more via chat

Can't wait for improvements :D",,5
368,5,Crazzyjesse,The best app so far,False,2015-02-03 22:44:44,"I really love this app because there's like no adds maybe one but that doesn't bother me all.... I'm so happy that I can find an app that I can find a man that's near me. If there was 100,000,000,000 stars for this app I would give it that much...",,5
369,3,OtterBox in PDX,"Nice features, new bugs",False,2013-09-26 07:08:54,"In general, I like hornet's features, especially the ability to swipe between users and from one pic down to the next. Unfortunately, I'm having new problems with it, as I don't see a red notification when I get a message. I have to stumble upon a guy's profile to see if he may have messaged me.",,3
370,5,Fellow Skouter,Not too shabby,False,2014-08-10 15:42:57,It's a great app. It's smooth and sleek and updated and it allows you to do as much if not more than the other apps. It's my favorite one. I just wish my messages would go through. This happens sometimes.,,5
371,5,wfdude,Great app with multiple photos!,False,2014-12-07 18:44:57,"I also like the updated ""know your status"" options and the fact that you can view your conversation history!",,4
372,5,ajc0225,Pretty good app,False,2014-02-28 16:31:28,I've been using this app for about a week or so and so far I have no complaints. There's lots of guys in my area and the app is pretty easy to use. The app has not crashed on me either. Have no complaints. Recommended.,,5
373,5,BrandonScene,:),False,2013-07-08 14:39:34,Love it. I find so many hot guys. I been seeing a lot of ratings saying it crashes a lot. I been with hornet for a while and I haven't really had this problem. Sometimes it buggs but for the most part it is great app to meet new people!,,5
374,5,Macomrade,Evolved,False,2013-03-29 15:47:22,Hornet addresses all the stagnation festering in the location-based gay app category. Things feel fresh and well thought out with smart use of swipe controls and a reasonable fee structure. It's also very fast loading too,,5
375,2,Mezzingar,Not very reliable,False,2013-06-09 14:32:50,"I think Hornet is on to something, with allowing multiple profile pics. Finally get to see that, yes, that single profile pic of you IS the best picture ever taken of you. HOWEVER!!!!  App frequently crashes. Always tells me I have way more messages than I really do. Somehow never recognizes me, when I go to log in and tries to make me create a new profile.",,2
376,5,Kevin Clark,It's like the free version of Grindr plus,False,2012-09-13 18:18:52,Really like this app. It feels less dirty than Grindr and more attractive than scruff. I like that you can have multiple pictures and explore other geographic regions before you travel. Well done guys!,,5
377,2,birdwatcher92,Double notifications,False,2014-01-18 08:59:19,"I love the app. It's a very well planned design and has neat features. I haven't been loosing any messages nor have I gotten pictures messed up. Whenever I get a notification for one message, I get two notifications. They both say the same thing. But when I go to check it, there's only one. This has been happening for over a month now. No idea!",,5
378,1,Eniiiiiiiiiiiiiii,New update is terrible,False,2017-01-30 20:27:23,"The new update has a lot of problems 1. The unit measure for metric does not work at all 2. Glitches with viewing ur own profile photo and others 3. ""Who checked u out"" is not there anymore 4. The new design is not well has lots of bugs and not well suited 5. You can not see the full writings of the other persons profile details it shows dots ... and doesn't show the rest

It needs a lot of improvement",,2
379,2,Hearthin,Advertisements,False,2013-12-05 00:39:11,"This application was awesome at one point, but recently they are flooded with advertisements that freeze the whole screen. It'll have a mini (x) in the top corner that is impossible to hit. Often I need to force quit the entire application just to get out of the advertisement. I understand they need to make money, but I'm sure they could make it more user friendly.",,2
380,4,Nanit,Buggy,False,2017-02-28 20:05:14,"Today that app jus totally messed up. I can't see other guys pictures and they can't see mine. All we see is a gray background. I though after updating the app (there was a new one today) that it would help, but it doesn't.",,1
381,5,dcswimguy,Keeps improving,False,2013-10-28 00:42:56,"The app had some rough starts and some ups and downs earlier, but these days I think it's working great. More intuitive to navigate, more people coming on board, and I've had some great chats/conversations recently.",,4
382,5,WaukeshaBoi23,Great!,False,2012-01-23 07:48:29,"This app makes it so easy to connect, cute and great people available to
Chat with that I would have never been able to meet without this app.",,5
383,4,Xkc3x,Original! Great app!,False,2012-12-07 19:17:58,I like the features in this app like being able to explore other areas. I would give 5 stars but it keeps telling me I have one more message than I actually do( showing 5 in the badge icon when there are actually 4),,4
384,5,Notam_info,Update issue please fix!,False,2013-07-21 02:38:41,Like the app but ever since the last update I try to open it and it does nothing just shows that it is opening and will not load. iPhone 4S,,2
385,5,Four20beachbum,Great,False,2013-04-12 23:38:06,Easy to use.  No crashes so far since update.   There's a good amount of people using the ap.  Swipe and zoom ability should be added to pictures people send in messages.,,4
386,5,BKBD,Great supplement to Grindr,False,2012-12-27 03:29:53,"This app seems to the best quality next to Grindr. A few features are better, which would put it past Grindr except more guys use Grindr. One minor glitch so far - we'll see if they fix it.",,4
387,4,JGrova,Not bad,False,2013-07-20 15:10:58,"Good app, more reliable than Grindr. I would suggest two things: space for more text in the profile, and not letting people request to see private pictures until I message them or respond to a message they send.",,4
388,5,Joe_w707,Found love :),False,2014-09-13 03:30:35,"So happy with this app, although there is a lot of sleazy people, there are also very genuine ones! Met a guy on here and we've been dating for about 14 months now, What a beautiful thing! 

Love hornet! (Although I don't need one anymore!) :D",,5
389,3,jes2008,Verdict Still Out on This One,False,2013-04-27 01:54:54,"I like the fact you can find people in a wider radius with out having to pay a premium fee (Grindr take notice). Also like the fact there are more photos. But it still has a few bugs that need to be worked out. Still, not a bad alternative to Grindr.",,4
390,5,Chadflores,Great Alternative to Grindr,False,2013-04-13 03:44:23,"This app is fantastic!!! Very easy to use, easier to share photos and find new guys to talk with!!! Definitely will become the best Gay Chat app once everyone from the other chat apps hear about it!",,5
391,1,Mr. eVolution™,LOCATION SERVICES,False,2015-10-03 18:52:34,"STOP defaulting the app to ALWAYS use my location when the app isn't running. It drains my battery and is totally not needed for this when someone isn't on the go. Every time you update your app my selection is changed, and I wonder why my phone is just about dead when I'm away from a wall charger. Location services should only be on when this app is running, NOT when completely shut down.",,1
392,1,Yankeefan8995,Horrible,False,2015-09-05 13:47:12,Pretty convenient that you easily take my payment but I have to go through Apple to cancel auto bill pay. Maybe you should list that BEFORE we pay instead of having to go to FAQ to find out!!!! Even after I paid your app said to cancel auto bill pay just go to settings and turn it off. Funny how there isn't such a feature on your app. Way to screw people out of money dicks!!,,2
393,4,joelsephed,Minor Bug Involving Profile Picture,False,2013-05-14 17:04:18,For some reason my profile picture keeps changing to a different picture than the one I select. It's a little annoying but hopefully is a quick fix.,,3
394,4,johnjeric,Best features!,False,2012-03-18 16:13:42,"Probably the safest way to go, especially with the KYS feature. Compared to other GPS apps, this one by far is the most up-to-date. Pictures aren't high quality, but nonetheless I'm sticking with this one!",,4
395,5,damnUdum,Better than Grindr,False,2013-03-03 07:16:59,It has a better user interface than Grindr and less limitations. Also the explorer option is great. Nice you can post multiple photos.,,4
